,HorarioH,Velocidade máxima,Horário,Gênero,Região,Idade
728,13,100,780,Male,Remote Australia,24
729,8,70,480,Male,Outer Regional Australia,24
730,6,70,360,Male,Major Cities of Australia,30
731,8,90,480,Female,Inner Regional Australia,34
732,13,50,780,Female,Major Cities of Australia,32
733,10,110,600,Male,Remote Australia,75
734,8,90,480,Male,Inner Regional Australia,-9
735,18,60,1110,Female,Major Cities of Australia,23
736,23,50,1390,Male,Inner Regional Australia,67
737,14,60,885,Male,Major Cities of Australia,67
738,1,100,60,Male,Outer Regional Australia,34
739,20,60,1250,Female,Major Cities of Australia,78
740,8,50,510,Female,Major Cities of Australia,83
741,15,50,920,Male,Inner Regional Australia,13
742,15,50,900,Male,Inner Regional Australia,90
744,20,80,1240,Male,Major Cities of Australia,26
745,20,60,1239,Male,Major Cities of Australia,48
746,20,100,1250,Male,Outer Regional Australia,37
747,4,100,240,Male,Inner Regional Australia,34
748,4,100,240,Male,Inner Regional Australia,39
749,3,100,210,Male,Inner Regional Australia,30
751,3,80,210,Male,Major Cities of Australia,43
753,21,100,1260,Female,Inner Regional Australia,62
754,21,100,1260,Male,Inner Regional Australia,44
758,19,100,1140,Male,Inner Regional Australia,50
759,22,60,1320,Male,Outer Regional Australia,32
760,0,100,0,Male,Inner Regional Australia,32
762,22,60,1330,Female,Inner Regional Australia,16
763,18,60,1080,Male,Major Cities of Australia,35
766,10,100,638,Male,Outer Regional Australia,57
767,10,50,600,Male,Major Cities of Australia,40
771,16,100,1017,Male,Outer Regional Australia,62
772,11,100,660,Female,Outer Regional Australia,18
773,10,80,600,Male,Inner Regional Australia,66
774,11,100,704,Male,Outer Regional Australia,69
775,13,100,790,Female,Inner Regional Australia,68
777,17,100,1020,Male,Outer Regional Australia,24
778,13,100,787,Male,Inner Regional Australia,21
779,8,60,529,Male,Major Cities of Australia,29
780,7,80,420,Male,Inner Regional Australia,29
781,10,70,600,Male,Major Cities of Australia,26
783,17,70,1020,Female,Major Cities of Australia,31
784,17,70,1020,Male,Major Cities of Australia,37
786,14,50,840,Male,Outer Regional Australia,33
788,14,40,870,Male,Very Remote Australia,28
789,22,50,1345,Male,Inner Regional Australia,19
791,7,50,445,Male,Major Cities of Australia,60
793,16,80,1018,Male,Inner Regional Australia,49
794,11,100,660,Male,Inner Regional Australia,51
795,14,110,885,Male,Outer Regional Australia,49
796,1,50,84,Male,Major Cities of Australia,20
797,12,100,720,Male,Very Remote Australia,46
798,19,100,1198,Male,Inner Regional Australia,23
799,21,100,1260,Male,Inner Regional Australia,34
800,0,80,31,Female,Inner Regional Australia,38
801,21,100,1308,Male,Inner Regional Australia,29
802,23,100,1380,Male,Inner Regional Australia,36
803,16,50,960,Male,Inner Regional Australia,40
804,22,70,1320,Male,Major Cities of Australia,37
805,21,80,1305,Male,Major Cities of Australia,30
806,14,100,873,Male,Outer Regional Australia,58
807,17,100,1020,Male,Inner Regional Australia,42
809,14,50,870,Male,Outer Regional Australia,7
810,14,50,870,Male,Outer Regional Australia,6
811,9,100,540,Male,Remote Australia,47
812,13,80,800,Male,Inner Regional Australia,73
813,21,60,1310,Male,Inner Regional Australia,39
814,13,100,810,Female,Outer Regional Australia,72
815,4,50,240,Female,Major Cities of Australia,27
816,11,110,694,Male,Inner Regional Australia,67
817,12,100,735,Female,Outer Regional Australia,33
819,22,50,1375,Male,Inner Regional Australia,4
820,0,50,0,Male,Inner Regional Australia,16
821,17,70,1020,Male,Major Cities of Australia,0
822,6,80,363,Male,Major Cities of Australia,19
824,11,100,660,Female,Outer Regional Australia,22
825,17,70,1068,Male,Major Cities of Australia,25
827,12,100,748,Female,Outer Regional Australia,18
831,12,80,740,Male,Outer Regional Australia,83
832,15,100,953,Male,Inner Regional Australia,75
833,1,60,60,Male,Major Cities of Australia,21
834,20,60,1240,Male,Major Cities of Australia,34
835,12,70,755,Male,Major Cities of Australia,17
836,4,60,240,Male,Inner Regional Australia,31
837,0,70,13,Male,Major Cities of Australia,29
838,0,100,30,Male,Outer Regional Australia,31
839,17,70,1020,Male,Outer Regional Australia,49
841,10,50,625,Female,Major Cities of Australia,68
842,11,10,714,Male,Major Cities of Australia,89
843,19,100,1140,Male,Very Remote Australia,29
844,18,60,1080,Male,Major Cities of Australia,26
845,18,60,1113,Male,Major Cities of Australia,26
848,21,50,1285,Male,Inner Regional Australia,14
849,22,60,1320,Male,Outer Regional Australia,17
850,20,110,1230,Male,Very Remote Australia,21
851,21,100,1288,Male,Inner Regional Australia,51
854,2,110,120,Male,Very Remote Australia,28
855,23,80,1403,Male,Major Cities of Australia,18
856,21,110,1260,Male,Very Remote Australia,48
857,22,60,1375,Male,Remote Australia,19
858,22,100,1320,Male,Inner Regional Australia,47
859,14,100,870,Male,Outer Regional Australia,62
863,18,70,1080,Female,Major Cities of Australia,66
864,13,110,820,Female,Outer Regional Australia,59
865,10,100,645,Female,Outer Regional Australia,73
866,12,100,750,Female,Inner Regional Australia,70
867,8,100,481,Female,Outer Regional Australia,17
869,10,50,630,Male,Inner Regional Australia,18
871,11,50,669,Male,Major Cities of Australia,32
872,9,90,550,Female,Inner Regional Australia,36
873,9,110,575,Female,Outer Regional Australia,30
874,8,100,510,Female,Outer Regional Australia,34
875,11,60,680,Male,Major Cities of Australia,35
876,6,100,360,Male,Outer Regional Australia,28
877,16,70,964,Female,Major Cities of Australia,10
878,12,60,760,Male,Inner Regional Australia,57
879,10,100,600,Female,Outer Regional Australia,62
880,17,80,1061,Male,Major Cities of Australia,61
883,10,100,645,Male,Inner Regional Australia,56
884,22,60,1320,Male,Outer Regional Australia,28
885,22,100,1335,Male,Outer Regional Australia,26
886,16,100,1005,Female,Inner Regional Australia,54
887,16,100,1005,Male,Inner Regional Australia,62
889,10,50,630,Male,Major Cities of Australia,53
890,14,80,840,Male,Outer Regional Australia,61
891,6,100,360,Female,Very Remote Australia,44
892,10,100,624,Female,Outer Regional Australia,43
893,7,100,420,Male,Outer Regional Australia,70
894,17,80,1020,Female,Major Cities of Australia,70
895,15,100,900,Male,Outer Regional Australia,65
896,10,100,610,Male,Outer Regional Australia,73
897,13,80,780,Male,Inner Regional Australia,86
898,17,100,1020,Male,Outer Regional Australia,21
899,16,100,960,Male,Inner Regional Australia,81
900,15,100,910,Male,Inner Regional Australia,81
901,23,100,1410,Male,Outer Regional Australia,21
902,16,100,960,Male,Inner Regional Australia,76
903,11,100,660,Male,Inner Regional Australia,79
904,22,80,1320,Male,Outer Regional Australia,56
905,3,60,205,Female,Major Cities of Australia,20
906,5,70,300,Female,Major Cities of Australia,19
907,22,60,1375,Male,Remote Australia,24
908,2,60,120,Male,Outer Regional Australia,48
909,10,100,624,Female,Outer Regional Australia,16
910,17,100,1020,Male,Outer Regional Australia,19
911,14,50,870,Male,Major Cities of Australia,18
912,18,100,1090,Male,Inner Regional Australia,28
913,6,100,360,Female,Very Remote Australia,17
914,13,100,780,Male,Inner Regional Australia,34
915,14,100,840,Female,Outer Regional Australia,26
916,12,60,755,Male,Major Cities of Australia,82
917,11,80,705,Male,Inner Regional Australia,75
918,7,60,453,Male,Major Cities of Australia,75
919,16,80,960,Male,Inner Regional Australia,78
920,13,100,795,Male,Inner Regional Australia,83
921,14,100,840,Male,Outer Regional Australia,89
922,4,80,240,Male,Inner Regional Australia,18
923,19,110,1170,Male,Very Remote Australia,36
924,0,100,40,Male,Outer Regional Australia,24
925,21,70,1273,Female,Major Cities of Australia,34
926,8,50,480,Female,Major Cities of Australia,3
927,11,100,660,Male,Outer Regional Australia,19
928,20,100,1200,Female,Inner Regional Australia,35
929,22,50,1341,Male,Very Remote Australia,36
930,19,100,1146,Male,Outer Regional Australia,81
931,8,50,516,Male,Major Cities of Australia,10
932,22,60,1320,Male,Major Cities of Australia,27
933,19,50,1140,Female,Major Cities of Australia,61
934,10,40,610,Female,Major Cities of Australia,24
935,21,110,1260,Male,Very Remote Australia,65
936,11,50,660,Male,Inner Regional Australia,79
938,1,100,60,Male,Remote Australia,27
939,1,100,60,Male,Inner Regional Australia,44
940,18,100,1080,Male,Inner Regional Australia,19
941,21,100,1260,Male,Outer Regional Australia,23
942,4,60,260,Male,Major Cities of Australia,15
943,4,60,260,Male,Major Cities of Australia,17
944,22,100,1345,Male,Outer Regional Australia,55
946,2,80,150,Male,Outer Regional Australia,30
947,19,100,1170,Male,Inner Regional Australia,46
948,20,110,1240,Female,Outer Regional Australia,75
949,23,50,1410,Male,Major Cities of Australia,34
950,5,100,300,Male,Major Cities of Australia,53
951,19,100,1140,Female,Very Remote Australia,20
952,22,80,1350,Male,Very Remote Australia,25
954,20,100,1210,Female,Remote Australia,44
955,10,60,655,Male,Major Cities of Australia,27
956,5,50,350,Male,Inner Regional Australia,26
957,10,100,600,Female,Inner Regional Australia,18
958,13,80,780,Male,Inner Regional Australia,53
960,10,100,630,Male,Inner Regional Australia,40
962,6,60,361,Male,Major Cities of Australia,23
963,16,100,990,Female,Inner Regional Australia,44
964,11,100,710,Male,Outer Regional Australia,60
965,13,60,818,Male,Major Cities of Australia,53
966,7,90,442,Male,Major Cities of Australia,42
967,7,60,420,Male,Major Cities of Australia,51
968,12,110,745,Female,Outer Regional Australia,55
970,16,80,960,Male,Major Cities of Australia,54
973,12,100,770,Male,Inner Regional Australia,69
975,9,100,570,Male,Outer Regional Australia,71
976,8,100,510,Male,Inner Regional Australia,72
977,17,80,1025,Male,Inner Regional Australia,80
978,13,100,780,Male,Inner Regional Australia,13
979,13,100,780,Female,Inner Regional Australia,4
980,7,50,457,Male,Major Cities of Australia,17
981,15,80,915,Male,Major Cities of Australia,28
983,6,100,390,Male,Outer Regional Australia,39
984,14,60,840,Male,Major Cities of Australia,29
985,9,80,540,Male,Inner Regional Australia,26
988,12,110,745,Female,Outer Regional Australia,77
989,12,110,745,Male,Outer Regional Australia,80
990,15,110,910,Male,Outer Regional Australia,75
991,6,100,390,Male,Very Remote Australia,37
992,11,100,660,Male,Inner Regional Australia,28
993,21,60,1315,Female,Major Cities of Australia,23
994,8,100,485,Male,Outer Regional Australia,47
995,10,100,630,Male,Inner Regional Australia,62
996,12,100,720,Male,Inner Regional Australia,50
997,13,100,780,Male,Outer Regional Australia,61
999,2,100,120,Male,Inner Regional Australia,20
1000,6,80,415,Male,Major Cities of Australia,52
1001,9,100,540,Male,Remote Australia,44
1002,21,100,1260,Male,Inner Regional Australia,28
1003,13,100,780,Male,Outer Regional Australia,39
1004,19,60,1140,Male,Major Cities of Australia,28
1009,16,50,960,Male,Outer Regional Australia,68
1010,18,50,1110,Male,Major Cities of Australia,37
1011,18,60,1125,Male,Inner Regional Australia,32
1012,8,60,490,Male,Inner Regional Australia,80
1014,22,100,1320,Male,Outer Regional Australia,64
1015,11,100,680,Male,Inner Regional Australia,87
1016,16,50,980,Female,Major Cities of Australia,94
1017,18,60,1107,Male,Outer Regional Australia,40
1018,3,60,185,Male,Major Cities of Australia,20
1019,16,80,960,Female,Inner Regional Australia,84
1020,22,50,1340,Female,Major Cities of Australia,59
1021,5,100,300,Male,Inner Regional Australia,61
1022,13,100,795,Female,Inner Regional Australia,18
1023,16,60,980,Male,Major Cities of Australia,23
1024,6,100,360,Female,Outer Regional Australia,33
1025,17,100,1032,Female,Inner Regional Australia,28
1026,16,80,960,Male,Major Cities of Australia,34
1027,22,100,1350,Male,Outer Regional Australia,16
1029,22,60,1360,Male,Major Cities of Australia,29
1030,14,60,881,Male,Major Cities of Australia,32
1031,19,60,1166,Male,Major Cities of Australia,19
1032,18,60,1135,Female,Major Cities of Australia,75
1033,21,100,1300,Male,Inner Regional Australia,29
1034,8,50,500,Male,Major Cities of Australia,57
1035,15,60,932,Female,Major Cities of Australia,35
1036,22,50,1357,Female,Major Cities of Australia,19
1037,20,100,1200,Male,Outer Regional Australia,33
1038,18,100,1080,Female,Inner Regional Australia,39
1041,20,60,1200,Female,Remote Australia,53
1042,2,60,133,Male,Outer Regional Australia,25
1043,18,60,1080,Male,Major Cities of Australia,38
1044,22,60,1326,Male,Remote Australia,47
1047,1,80,60,Male,Outer Regional Australia,40
1048,0,100,15,Male,Inner Regional Australia,21
1049,20,100,1219,Female,Inner Regional Australia,48
1052,15,110,905,Female,Inner Regional Australia,52
1053,10,100,630,Male,Inner Regional Australia,40
1055,7,80,420,Male,Outer Regional Australia,47
1059,12,80,736,Female,Outer Regional Australia,24
1060,17,100,1071,Female,Outer Regional Australia,52
1062,19,80,1140,Female,Inner Regional Australia,90
1064,14,100,890,Male,Inner Regional Australia,17
1065,17,100,1035,Female,Inner Regional Australia,36
1066,15,60,900,Male,Major Cities of Australia,34
1067,15,80,900,Female,Major Cities of Australia,27
1068,12,60,735,Male,Major Cities of Australia,32
1069,12,100,755,Male,Outer Regional Australia,31
1070,7,110,435,Female,Very Remote Australia,35
1073,8,80,480,Male,Very Remote Australia,45
1075,17,80,1042,Male,Inner Regional Australia,41
1076,16,50,1007,Male,Inner Regional Australia,50
1077,17,100,1020,Female,Outer Regional Australia,43
1078,8,110,520,Male,Inner Regional Australia,43
1079,15,100,900,Female,Outer Regional Australia,39
1080,8,100,480,Female,Inner Regional Australia,32
1081,15,100,930,Male,Inner Regional Australia,8
1082,5,100,355,Male,Inner Regional Australia,25
1083,16,100,982,Male,Major Cities of Australia,19
1084,9,60,540,Male,Inner Regional Australia,40
1085,10,100,600,Male,Inner Regional Australia,64
1086,10,100,600,Female,Inner Regional Australia,59
1087,12,110,770,Male,Outer Regional Australia,48
1088,10,100,600,Male,Outer Regional Australia,56
1089,18,60,1080,Male,Major Cities of Australia,29
1090,18,40,1139,Male,Major Cities of Australia,36
1091,20,80,1210,Female,Major Cities of Australia,29
1092,15,50,948,Male,Major Cities of Australia,25
1093,6,80,360,Male,Inner Regional Australia,63
1094,15,100,900,Male,Inner Regional Australia,52
1096,15,70,950,Female,Major Cities of Australia,69
1097,15,70,950,Male,Major Cities of Australia,72
1099,12,110,770,Female,Outer Regional Australia,71
1100,20,110,1215,Male,Outer Regional Australia,28
1101,5,110,305,Male,Inner Regional Australia,35
1102,11,60,690,Male,Major Cities of Australia,73
1103,23,100,1380,Male,Inner Regional Australia,59
1104,5,100,300,Male,Remote Australia,28
1105,17,80,1042,Male,Major Cities of Australia,78
1106,23,100,1425,Male,Inner Regional Australia,50
1107,11,100,660,Male,Very Remote Australia,75
1109,18,110,1080,Male,Remote Australia,56
1110,22,60,1369,Male,Major Cities of Australia,25
1111,22,60,1320,Male,Inner Regional Australia,16
1112,5,80,344,Male,Major Cities of Australia,52
1113,11,50,693,Male,Major Cities of Australia,18
1114,17,80,1028,Male,Inner Regional Australia,19
1115,15,80,900,Male,Outer Regional Australia,23
1116,13,80,780,Male,Inner Regional Australia,38
1117,16,100,990,Female,Inner Regional Australia,37
1118,15,100,930,Female,Inner Regional Australia,33
1119,12,80,765,Male,Major Cities of Australia,30
1120,11,90,660,Female,Inner Regional Australia,29
1122,16,80,960,Male,Major Cities of Australia,39
1123,23,80,1380,Male,Major Cities of Australia,22
1124,20,80,1230,Female,Inner Regional Australia,83
1125,23,60,1425,Male,Major Cities of Australia,80
1126,8,100,480,Female,Outer Regional Australia,79
1127,12,110,770,Female,Outer Regional Australia,15
1128,20,110,1200,Female,Major Cities of Australia,32
1129,2,110,153,Male,Outer Regional Australia,39
1130,18,70,1080,Male,Major Cities of Australia,59
1131,21,70,1280,Male,Outer Regional Australia,37
1132,18,110,1080,Female,Inner Regional Australia,47
1133,3,50,213,Male,Major Cities of Australia,18
1134,21,100,1290,Male,Outer Regional Australia,23
1135,2,80,120,Male,Major Cities of Australia,22
1136,15,50,925,Female,Major Cities of Australia,37
1137,21,80,1260,Male,Major Cities of Australia,25
1138,11,50,670,Male,Major Cities of Australia,73
1139,22,110,1320,Male,Inner Regional Australia,28
1140,7,110,424,Male,Inner Regional Australia,59
1141,9,50,540,Male,Major Cities of Australia,92
1142,23,60,1415,Female,Major Cities of Australia,27
1143,3,60,191,Male,Inner Regional Australia,16
1144,18,100,1080,Female,Very Remote Australia,23
1145,22,100,1320,Female,Inner Regional Australia,60
1147,23,100,1380,Male,Outer Regional Australia,58
