,HorarioH,VelocidadeMaxima,Horário,Gênero,Região,Idade,Ano,Mes,TipoBatida
567,9,60,597,Male,Major Cities of Australia,45,2021,3,2
568,8,60,495,Male,Remote Australia,57,2021,3,2
569,17,60,1062,Female,Major Cities of Australia,60,2021,3,2
570,16,100,960,Female,Inner Regional Australia,52,2021,3,2
571,12,110,730,Male,Very Remote Australia,23,2021,3,2
572,12,60,720,Male,Inner Regional Australia,61,2021,3,2
573,7,90,420,Female,Remote Australia,50,2021,3,1
575,15,100,950,Female,Inner Regional Australia,58,2021,3,1
576,16,100,985,Male,Inner Regional Australia,51,2021,3,1
577,9,100,540,Male,Inner Regional Australia,28,2021,3,2
578,9,100,575,Male,Inner Regional Australia,53,2021,3,2
580,15,100,942,Male,Inner Regional Australia,37,2021,3,1
581,8,70,480,Male,Major Cities of Australia,65,2021,3,1
583,14,100,840,Male,Outer Regional Australia,67,2021,3,2
584,11,100,705,Male,Inner Regional Australia,66,2021,3,1
585,20,110,1241,Male,Outer Regional Australia,24,2021,3,1
586,10,60,623,Female,Major Cities of Australia,81,2021,3,2
587,10,80,610,Male,Major Cities of Australia,81,2021,3,1
588,15,90,900,Male,Inner Regional Australia,20,2021,3,2
589,15,90,900,Male,Inner Regional Australia,22,2021,3,2
590,12,60,722,Male,Major Cities of Australia,32,2021,3,2
591,16,100,960,Female,Inner Regional Australia,32,2021,3,2
592,14,100,860,Male,Inner Regional Australia,75,2021,3,2
594,6,60,360,Male,Inner Regional Australia,38,2021,3,1
595,8,100,487,Male,Inner Regional Australia,28,2021,3,2
597,16,80,995,Male,Inner Regional Australia,54,2021,3,2
598,10,60,644,Male,Major Cities of Australia,54,2021,3,1
599,10,110,652,Male,Inner Regional Australia,52,2021,3,2
600,2,80,145,Male,Inner Regional Australia,23,2021,3,1
601,14,100,840,Female,Inner Regional Australia,40,2021,3,2
602,7,100,420,Male,Inner Regional Australia,51,2021,3,1
603,21,100,1310,Male,Inner Regional Australia,18,2021,3,1
604,14,80,840,Male,Inner Regional Australia,0,2021,3,2
605,15,70,950,Male,Major Cities of Australia,42,2021,3,1
606,13,80,805,Male,Inner Regional Australia,63,2021,3,1
607,9,110,540,Male,Inner Regional Australia,56,2021,3,1
609,8,100,500,Male,Inner Regional Australia,27,2021,3,1
610,14,110,865,Male,Inner Regional Australia,52,2021,3,1
611,16,70,1003,Female,Major Cities of Australia,70,2021,3,2
612,10,60,605,Male,Inner Regional Australia,74,2021,3,1
614,12,100,731,Female,Outer Regional Australia,74,2021,3,2
615,8,80,525,Male,Major Cities of Australia,66,2021,3,1
616,8,100,490,Male,Outer Regional Australia,71,2021,3,2
617,9,60,540,Male,Major Cities of Australia,66,2021,3,2
618,6,80,383,Male,Inner Regional Australia,25,2021,3,1
619,17,100,1020,Male,Inner Regional Australia,28,2021,3,1
620,22,80,1366,Female,Inner Regional Australia,62,2021,3,1
621,11,80,709,Female,Inner Regional Australia,85,2021,3,2
622,19,60,1155,Female,Major Cities of Australia,5,2021,3,2
624,2,50,120,Male,Major Cities of Australia,45,2021,3,2
625,1,110,85,Male,Outer Regional Australia,46,2021,3,2
626,20,100,1200,Female,Outer Regional Australia,51,2021,3,2
627,16,60,1018,Male,Outer Regional Australia,24,2021,3,1
628,15,100,900,Male,Outer Regional Australia,18,2021,3,2
629,16,100,960,Male,Inner Regional Australia,20,2021,3,2
630,16,100,960,Male,Major Cities of Australia,28,2021,3,2
631,3,80,199,Male,Major Cities of Australia,16,2021,3,1
632,15,100,900,Male,Inner Regional Australia,29,2021,3,2
633,13,80,780,Male,Inner Regional Australia,38,2021,3,2
634,14,60,840,Male,Major Cities of Australia,77,2021,3,2
635,14,60,840,Female,Major Cities of Australia,81,2021,3,2
636,14,100,860,Male,Inner Regional Australia,75,2021,3,2
637,10,100,659,Female,Inner Regional Australia,81,2021,3,2
638,8,100,535,Male,Inner Regional Australia,84,2021,3,2
639,9,60,577,Male,Major Cities of Australia,77,2021,3,2
640,10,70,600,Male,Major Cities of Australia,80,2021,3,2
641,11,50,698,Male,Major Cities of Australia,78,2021,3,2
642,21,110,1278,Male,Outer Regional Australia,43,2021,3,1
643,22,100,1350,Male,Inner Regional Australia,24,2021,3,1
644,18,60,1103,Female,Major Cities of Australia,74,2021,3,1
645,14,60,860,Male,Major Cities of Australia,65,2021,3,1
646,11,40,682,Male,Major Cities of Australia,74,2021,3,1
647,22,50,1375,Female,Major Cities of Australia,38,2021,3,1
648,13,50,780,Male,Inner Regional Australia,68,2021,3,2
650,19,80,1140,Male,Major Cities of Australia,29,2021,2,2
651,1,100,60,Male,Outer Regional Australia,28,2021,2,2
652,21,100,1260,Male,Inner Regional Australia,16,2021,2,2
653,21,60,1260,Female,Outer Regional Australia,22,2021,2,2
655,22,70,1320,Male,Major Cities of Australia,17,2021,2,2
656,0,100,25,Male,Outer Regional Australia,33,2021,2,1
657,1,50,63,Male,Major Cities of Australia,27,2021,2,2
658,19,110,1140,Female,Remote Australia,42,2021,2,1
659,18,80,1090,Male,Outer Regional Australia,53,2021,2,1
660,1,100,70,Male,Inner Regional Australia,48,2021,2,1
661,18,50,1080,Male,Outer Regional Australia,19,2021,2,2
663,23,110,1391,Male,Outer Regional Australia,58,2021,2,1
664,23,100,1417,Male,Inner Regional Australia,28,2021,2,2
665,14,100,885,Male,Outer Regional Australia,28,2021,2,2
667,14,100,880,Male,Outer Regional Australia,55,2021,2,1
668,7,60,420,Male,Major Cities of Australia,47,2021,2,1
669,14,60,885,Male,Major Cities of Australia,44,2021,2,1
670,14,60,894,Male,Major Cities of Australia,42,2021,2,2
671,9,60,584,Male,Inner Regional Australia,59,2021,2,1
672,12,100,735,Male,Inner Regional Australia,47,2021,2,1
673,15,80,930,Male,Inner Regional Australia,57,2021,2,2
674,8,60,492,Male,Major Cities of Australia,52,2021,2,1
677,12,80,765,Female,Inner Regional Australia,47,2021,2,2
678,12,70,725,Female,Inner Regional Australia,63,2021,2,1
679,9,60,550,Male,Major Cities of Australia,12,2021,2,1
680,16,60,960,Male,Major Cities of Australia,33,2021,2,1
681,8,60,480,Female,Major Cities of Australia,35,2021,2,2
683,2,100,165,Male,Inner Regional Australia,16,2021,2,1
684,17,100,1030,Male,Outer Regional Australia,27,2021,2,2
685,6,80,415,Male,Major Cities of Australia,30,2021,2,2
686,11,80,675,Male,Inner Regional Australia,35,2021,2,2
687,18,100,1080,Male,Inner Regional Australia,21,2021,2,1
688,23,100,1380,Male,Remote Australia,18,2021,2,1
690,1,60,60,Male,Outer Regional Australia,19,2021,2,1
691,11,100,680,Female,Outer Regional Australia,49,2021,2,1
692,6,110,360,Female,Remote Australia,49,2021,2,2
693,14,60,840,Male,Inner Regional Australia,63,2021,2,1
694,8,90,480,Male,Inner Regional Australia,62,2021,2,2
695,9,80,540,Male,Major Cities of Australia,59,2021,2,2
696,12,60,720,Female,Inner Regional Australia,41,2021,2,2
697,12,60,720,Male,Inner Regional Australia,40,2021,2,2
698,19,100,1189,Female,Major Cities of Australia,26,2021,2,1
699,16,60,989,Female,Major Cities of Australia,61,2021,2,2
701,19,60,1140,Male,Major Cities of Australia,26,2021,2,1
702,22,100,1345,Male,Inner Regional Australia,26,2021,2,1
703,14,80,840,Male,Inner Regional Australia,50,2021,2,1
704,6,110,360,Female,Remote Australia,8,2021,2,2
705,11,90,710,Male,Major Cities of Australia,55,2021,2,1
706,17,100,1030,Male,Outer Regional Australia,50,2021,2,2
707,6,80,385,Male,Major Cities of Australia,25,2021,2,2
708,15,50,935,Male,Major Cities of Australia,2,2021,2,2
709,16,60,974,Male,Inner Regional Australia,68,2021,2,2
710,13,100,780,Female,Inner Regional Australia,74,2021,2,2
711,14,60,840,Male,Inner Regional Australia,70,2021,2,2
712,9,60,540,Male,Major Cities of Australia,73,2021,2,2
713,1,100,60,Male,Outer Regional Australia,35,2021,2,2
714,11,80,660,Male,Inner Regional Australia,72,2021,2,2
715,13,80,825,Male,Outer Regional Australia,66,2021,2,1
717,4,100,288,Male,Inner Regional Australia,44,2021,2,2
718,2,100,145,Male,Outer Regional Australia,46,2021,2,2
719,22,80,1321,Female,Major Cities of Australia,19,2021,2,1
720,9,80,550,Male,Outer Regional Australia,80,2021,2,1
721,18,70,1130,Male,Outer Regional Australia,59,2021,2,1
722,0,100,0,Male,Outer Regional Australia,26,2021,2,1
723,21,60,1290,Male,Major Cities of Australia,40,2021,2,1
724,21,80,1311,Male,Major Cities of Australia,42,2021,2,2
725,18,90,1136,Male,Inner Regional Australia,60,2021,2,2
726,11,100,705,Male,Inner Regional Australia,85,2021,2,1
727,5,100,345,Male,Outer Regional Australia,48,2021,2,1
728,13,100,780,Male,Remote Australia,24,2021,2,1
729,8,70,480,Male,Outer Regional Australia,24,2021,2,1
730,6,70,360,Male,Major Cities of Australia,30,2021,2,2
731,8,90,480,Female,Inner Regional Australia,34,2021,2,2
732,13,50,780,Female,Major Cities of Australia,32,2021,2,1
733,10,110,600,Male,Remote Australia,75,2021,2,1
734,8,90,480,Male,Inner Regional Australia,-9,2021,2,2
735,18,60,1110,Female,Major Cities of Australia,23,2021,2,1
736,23,50,1390,Male,Inner Regional Australia,67,2021,2,1
737,14,60,885,Male,Major Cities of Australia,67,2021,2,1
738,1,100,60,Male,Outer Regional Australia,34,2021,2,1
739,20,60,1250,Female,Major Cities of Australia,78,2021,2,2
740,8,50,510,Female,Major Cities of Australia,83,2021,2,1
741,15,50,920,Male,Inner Regional Australia,13,2021,2,1
742,15,50,900,Male,Inner Regional Australia,90,2021,2,1
744,20,80,1240,Male,Major Cities of Australia,26,2021,2,1
745,20,60,1239,Male,Major Cities of Australia,48,2021,2,2
746,20,100,1250,Male,Outer Regional Australia,37,2021,1,1
747,4,100,240,Male,Inner Regional Australia,34,2021,1,1
748,4,100,240,Male,Inner Regional Australia,39,2021,1,1
749,3,100,210,Male,Inner Regional Australia,30,2021,1,1
751,3,80,210,Male,Major Cities of Australia,43,2021,1,1
753,21,100,1260,Female,Inner Regional Australia,62,2021,1,2
754,21,100,1260,Male,Inner Regional Australia,44,2021,1,2
758,19,100,1140,Male,Inner Regional Australia,50,2021,1,1
759,22,60,1320,Male,Outer Regional Australia,32,2021,1,1
760,0,100,0,Male,Inner Regional Australia,32,2021,1,1
762,22,60,1330,Female,Inner Regional Australia,16,2021,1,2
763,18,60,1080,Male,Major Cities of Australia,35,2021,1,2
766,10,100,638,Male,Outer Regional Australia,57,2021,1,1
767,10,50,600,Male,Major Cities of Australia,40,2021,1,2
771,16,100,1017,Male,Outer Regional Australia,62,2021,1,2
772,11,100,660,Female,Outer Regional Australia,18,2021,1,1
773,10,80,600,Male,Inner Regional Australia,66,2021,1,2
774,11,100,704,Male,Outer Regional Australia,69,2021,1,1
775,13,100,790,Female,Inner Regional Australia,68,2021,1,1
777,17,100,1020,Male,Outer Regional Australia,24,2021,1,1
778,13,100,787,Male,Inner Regional Australia,21,2021,1,1
779,8,60,529,Male,Major Cities of Australia,29,2021,1,2
780,7,80,420,Male,Inner Regional Australia,29,2021,1,2
781,10,70,600,Male,Major Cities of Australia,26,2021,1,2
783,17,70,1020,Female,Major Cities of Australia,31,2021,1,2
784,17,70,1020,Male,Major Cities of Australia,37,2021,1,2
786,14,50,840,Male,Outer Regional Australia,33,2021,1,2
788,14,40,870,Male,Very Remote Australia,28,2021,1,1
789,22,50,1345,Male,Inner Regional Australia,19,2021,1,1
791,7,50,445,Male,Major Cities of Australia,60,2021,1,2
793,16,80,1018,Male,Inner Regional Australia,49,2021,1,2
794,11,100,660,Male,Inner Regional Australia,51,2021,1,1
795,14,110,885,Male,Outer Regional Australia,49,2021,1,1
796,1,50,84,Male,Major Cities of Australia,20,2021,1,1
797,12,100,720,Male,Very Remote Australia,46,2021,1,1
798,19,100,1198,Male,Inner Regional Australia,23,2021,1,1
799,21,100,1260,Male,Inner Regional Australia,34,2021,1,2
800,0,80,31,Female,Inner Regional Australia,38,2021,1,1
801,21,100,1308,Male,Inner Regional Australia,29,2021,1,2
802,23,100,1380,Male,Inner Regional Australia,36,2021,1,1
803,16,50,960,Male,Inner Regional Australia,40,2021,1,2
804,22,70,1320,Male,Major Cities of Australia,37,2021,1,1
805,21,80,1305,Male,Major Cities of Australia,30,2021,1,2
806,14,100,873,Male,Outer Regional Australia,58,2021,1,2
807,17,100,1020,Male,Inner Regional Australia,42,2021,1,1
809,14,50,870,Male,Outer Regional Australia,7,2021,1,2
810,14,50,870,Male,Outer Regional Australia,6,2021,1,2
811,9,100,540,Male,Remote Australia,47,2021,1,1
812,13,80,800,Male,Inner Regional Australia,73,2021,1,1
813,21,60,1310,Male,Inner Regional Australia,39,2021,1,1
814,13,100,810,Female,Outer Regional Australia,72,2021,1,1
815,4,50,240,Female,Major Cities of Australia,27,2021,1,2
816,11,110,694,Male,Inner Regional Australia,67,2021,1,2
817,12,100,735,Female,Outer Regional Australia,33,2021,1,2
819,22,50,1375,Male,Inner Regional Australia,4,2021,1,2
820,0,50,0,Male,Inner Regional Australia,16,2021,1,1
821,17,70,1020,Male,Major Cities of Australia,0,2021,1,2
822,6,80,363,Male,Major Cities of Australia,19,2021,1,2
824,11,100,660,Female,Outer Regional Australia,22,2021,1,2
825,17,70,1068,Male,Major Cities of Australia,25,2021,1,1
827,12,100,748,Female,Outer Regional Australia,18,2021,1,2
831,12,80,740,Male,Outer Regional Australia,83,2021,1,2
832,15,100,953,Male,Inner Regional Australia,75,2021,1,1
833,1,60,60,Male,Major Cities of Australia,21,2021,1,1
834,20,60,1240,Male,Major Cities of Australia,34,2021,1,1
835,12,70,755,Male,Major Cities of Australia,17,2021,1,1
836,4,60,240,Male,Inner Regional Australia,31,2021,1,1
837,0,70,13,Male,Major Cities of Australia,29,2021,1,1
838,0,100,30,Male,Outer Regional Australia,31,2021,1,1
839,17,70,1020,Male,Outer Regional Australia,49,2021,1,1
841,10,50,625,Female,Major Cities of Australia,68,2021,1,1
842,11,10,714,Male,Major Cities of Australia,89,2021,1,1
843,19,100,1140,Male,Very Remote Australia,29,2020,12,1
844,18,60,1080,Male,Major Cities of Australia,26,2020,12,1
845,18,60,1113,Male,Major Cities of Australia,26,2020,12,2
848,21,50,1285,Male,Inner Regional Australia,14,2020,12,1
849,22,60,1320,Male,Outer Regional Australia,17,2020,12,2
850,20,110,1230,Male,Very Remote Australia,21,2020,12,1
851,21,100,1288,Male,Inner Regional Australia,51,2020,12,2
854,2,110,120,Male,Very Remote Australia,28,2020,12,1
855,23,80,1403,Male,Major Cities of Australia,18,2020,12,1
856,21,110,1260,Male,Very Remote Australia,48,2020,12,1
857,22,60,1375,Male,Remote Australia,19,2020,12,1
858,22,100,1320,Male,Inner Regional Australia,47,2020,12,1
859,14,100,870,Male,Outer Regional Australia,62,2020,12,1
863,18,70,1080,Female,Major Cities of Australia,66,2020,12,2
864,13,110,820,Female,Outer Regional Australia,59,2020,12,1
865,10,100,645,Female,Outer Regional Australia,73,2020,12,1
866,12,100,750,Female,Inner Regional Australia,70,2020,12,1
867,8,100,481,Female,Outer Regional Australia,17,2020,12,1
869,10,50,630,Male,Inner Regional Australia,18,2020,12,1
871,11,50,669,Male,Major Cities of Australia,32,2020,12,2
872,9,90,550,Female,Inner Regional Australia,36,2020,12,2
873,9,110,575,Female,Outer Regional Australia,30,2020,12,2
874,8,100,510,Female,Outer Regional Australia,34,2020,12,1
875,11,60,680,Male,Major Cities of Australia,35,2020,12,2
876,6,100,360,Male,Outer Regional Australia,28,2020,12,1
877,16,70,964,Female,Major Cities of Australia,10,2020,12,2
878,12,60,760,Male,Inner Regional Australia,57,2020,12,2
879,10,100,600,Female,Outer Regional Australia,62,2020,12,2
880,17,80,1061,Male,Major Cities of Australia,61,2020,12,1
883,10,100,645,Male,Inner Regional Australia,56,2020,12,1
884,22,60,1320,Male,Outer Regional Australia,28,2020,12,2
885,22,100,1335,Male,Outer Regional Australia,26,2020,12,1
886,16,100,1005,Female,Inner Regional Australia,54,2020,12,2
887,16,100,1005,Male,Inner Regional Australia,62,2020,12,2
889,10,50,630,Male,Major Cities of Australia,53,2020,12,1
890,14,80,840,Male,Outer Regional Australia,61,2020,12,2
891,6,100,360,Female,Very Remote Australia,44,2020,12,2
892,10,100,624,Female,Outer Regional Australia,43,2020,12,2
893,7,100,420,Male,Outer Regional Australia,70,2020,12,1
894,17,80,1020,Female,Major Cities of Australia,70,2020,12,2
895,15,100,900,Male,Outer Regional Australia,65,2020,12,1
896,10,100,610,Male,Outer Regional Australia,73,2020,12,2
897,13,80,780,Male,Inner Regional Australia,86,2020,12,1
898,17,100,1020,Male,Outer Regional Australia,21,2020,12,1
899,16,100,960,Male,Inner Regional Australia,81,2020,12,2
900,15,100,910,Male,Inner Regional Australia,81,2020,12,1
901,23,100,1410,Male,Outer Regional Australia,21,2020,12,1
902,16,100,960,Male,Inner Regional Australia,76,2020,12,2
903,11,100,660,Male,Inner Regional Australia,79,2020,12,2
904,22,80,1320,Male,Outer Regional Australia,56,2020,12,1
905,3,60,205,Female,Major Cities of Australia,20,2020,12,1
906,5,70,300,Female,Major Cities of Australia,19,2020,12,1
907,22,60,1375,Male,Remote Australia,24,2020,12,1
908,2,60,120,Male,Outer Regional Australia,48,2020,12,1
909,10,100,624,Female,Outer Regional Australia,16,2020,12,2
910,17,100,1020,Male,Outer Regional Australia,19,2020,12,2
911,14,50,870,Male,Major Cities of Australia,18,2020,12,2
912,18,100,1090,Male,Inner Regional Australia,28,2020,12,2
913,6,100,360,Female,Very Remote Australia,17,2020,12,2
914,13,100,780,Male,Inner Regional Australia,34,2020,12,1
915,14,100,840,Female,Outer Regional Australia,26,2020,12,1
916,12,60,755,Male,Major Cities of Australia,82,2020,12,2
917,11,80,705,Male,Inner Regional Australia,75,2020,12,1
918,7,60,453,Male,Major Cities of Australia,75,2020,12,1
919,16,80,960,Male,Inner Regional Australia,78,2020,12,2
920,13,100,795,Male,Inner Regional Australia,83,2020,12,2
921,14,100,840,Male,Outer Regional Australia,89,2020,12,1
922,4,80,240,Male,Inner Regional Australia,18,2020,12,1
923,19,110,1170,Male,Very Remote Australia,36,2020,12,1
924,0,100,40,Male,Outer Regional Australia,24,2020,12,2
925,21,70,1273,Female,Major Cities of Australia,34,2020,12,1
926,8,50,480,Female,Major Cities of Australia,3,2020,12,1
927,11,100,660,Male,Outer Regional Australia,19,2020,12,1
928,20,100,1200,Female,Inner Regional Australia,35,2020,12,1
929,22,50,1341,Male,Very Remote Australia,36,2020,12,1
930,19,100,1146,Male,Outer Regional Australia,81,2020,12,1
931,8,50,516,Male,Major Cities of Australia,10,2020,12,1
932,22,60,1320,Male,Major Cities of Australia,27,2020,12,1
933,19,50,1140,Female,Major Cities of Australia,61,2020,12,1
934,10,40,610,Female,Major Cities of Australia,24,2020,12,1
935,21,110,1260,Male,Very Remote Australia,65,2020,12,1
936,11,50,660,Male,Inner Regional Australia,79,2020,12,1
938,1,100,60,Male,Remote Australia,27,2020,11,2
939,1,100,60,Male,Inner Regional Australia,44,2020,11,1
940,18,100,1080,Male,Inner Regional Australia,19,2020,11,1
941,21,100,1260,Male,Outer Regional Australia,23,2020,11,2
942,4,60,260,Male,Major Cities of Australia,15,2020,11,1
943,4,60,260,Male,Major Cities of Australia,17,2020,11,1
944,22,100,1345,Male,Outer Regional Australia,55,2020,11,1
946,2,80,150,Male,Outer Regional Australia,30,2020,11,1
947,19,100,1170,Male,Inner Regional Australia,46,2020,11,1
948,20,110,1240,Female,Outer Regional Australia,75,2020,11,2
949,23,50,1410,Male,Major Cities of Australia,34,2020,11,1
950,5,100,300,Male,Major Cities of Australia,53,2020,11,2
951,19,100,1140,Female,Very Remote Australia,20,2020,11,1
952,22,80,1350,Male,Very Remote Australia,25,2020,11,1
954,20,100,1210,Female,Remote Australia,44,2020,11,1
955,10,60,655,Male,Major Cities of Australia,27,2020,11,2
956,5,50,350,Male,Inner Regional Australia,26,2020,11,2
957,10,100,600,Female,Inner Regional Australia,18,2020,11,1
958,13,80,780,Male,Inner Regional Australia,53,2020,11,2
960,10,100,630,Male,Inner Regional Australia,40,2020,11,1
962,6,60,361,Male,Major Cities of Australia,23,2020,11,1
963,16,100,990,Female,Inner Regional Australia,44,2020,11,1
964,11,100,710,Male,Outer Regional Australia,60,2020,11,1
965,13,60,818,Male,Major Cities of Australia,53,2020,11,2
